dataset,noise,model,k,k_accuracies
math,punctuation_30,Qwen3-4B,5,"[0.58 0.57 0.56 0.57 0.58 0.6  0.65 0.66 0.65 0.63 0.67 0.6  0.57 0.56
 0.57 0.61 0.58 0.6  0.6  0.62 0.62]"
math,punctuation_30,Qwen3-4B,10,"[0.66 0.66 0.66 0.66 0.67 0.64 0.66 0.65 0.68 0.65 0.68 0.65 0.62 0.62
 0.66 0.68]"
math,punctuation_30,Qwen3-4B,15,[0.66 0.66 0.65 0.67 0.68 0.68 0.68 0.68 0.7  0.68 0.7 ]
math,punctuation_30,Qwen3-4B,20,[0.68 0.68 0.68 0.69 0.71 0.69]
math,punctuation_30,Qwen3-4B,25,[0.7]
mmlu,punctuation_30,Qwen3-4B,1,"[0.80925401 0.78753541 0.80547686 0.79792257 0.79225685 0.79508971
 0.79886686 0.79981114 0.80453258 0.80358829 0.79414542 0.80453258
 0.80547686 0.79320113 0.80642115 0.80925401 0.80169972 0.8101983
 0.80547686 0.79603399 0.80358829 0.80736544 0.79603399 0.80830973
 0.80453258]"
mmlu,punctuation_30,Qwen3-4B,5,"[0.81491974 0.81586402 0.81869688 0.81964117 0.82247403 0.83002833
 0.82530689 0.81869688 0.82813975 0.82813975 0.82625118 0.82908404
 0.82436261 0.82530689 0.82908404 0.82625118 0.82719547 0.82341832
 0.82152975 0.82341832 0.82341832]"
mmlu,punctuation_30,Qwen3-4B,10,"[0.82625118 0.81964117 0.82341832 0.82813975 0.82341832 0.83286119
 0.82719547 0.82625118 0.83097262 0.83569405 0.8319169  0.83663834
 0.83380548 0.82530689 0.83097262 0.83097262]"
mmlu,punctuation_30,Qwen3-4B,15,"[0.82530689 0.82813975 0.83002833 0.83097262 0.82908404 0.82908404
 0.82813975 0.82719547 0.82625118 0.83474976 0.8319169 ]"
mmlu,punctuation_30,Qwen3-4B,20,[0.8319169  0.82813975 0.83286119 0.82719547 0.82719547 0.83474976]
mmlu,punctuation_30,Qwen3-4B,25,[0.83097262]
multiarith,punctuation_30,Qwen3-4B,1,"[0.88888889 0.92222222 0.91111111 0.86666667 0.87777778 0.91666667
 0.88888889 0.92777778 0.93888889 0.90555556 0.91111111 0.91111111
 0.86666667 0.90555556 0.91111111 0.94444444 0.88888889 0.87222222
 0.91111111 0.92222222 0.87222222 0.90555556 0.87777778 0.9
 0.91111111]"
multiarith,punctuation_30,Qwen3-4B,5,"[0.95555556 0.96666667 0.97222222 0.96666667 0.96111111 0.96666667
 0.95555556 0.97222222 0.96666667 0.95555556 0.95555556 0.97222222
 0.96666667 0.97777778 0.97222222 0.98333333 0.97222222 0.96111111
 0.96666667 0.97222222 0.96666667]"
multiarith,punctuation_30,Qwen3-4B,10,"[0.96666667 0.97222222 0.96111111 0.95555556 0.96111111 0.96666667
 0.97222222 0.97222222 0.97777778 0.97222222 0.97222222 0.97222222
 0.97222222 0.97222222 0.97777778 0.97777778]"
multiarith,punctuation_30,Qwen3-4B,15,"[0.96666667 0.97777778 0.97777778 0.97777778 0.97777778 0.97222222
 0.97222222 0.97222222 0.97222222 0.97222222 0.97222222]"
multiarith,punctuation_30,Qwen3-4B,20,[0.97777778 0.97777778 0.97222222 0.97222222 0.97222222 0.97222222]
multiarith,punctuation_30,Qwen3-4B,25,[0.97777778]
gsm,punctuation_50,gemma-3-12b-it,1,"[0.90144049 0.89537528 0.89689158 0.89992418 0.88931008 0.89461713
 0.89840788 0.90447309 0.89764973 0.89310083 0.88931008 0.90144049
 0.90371494 0.90144049 0.89537528 0.90068234 0.89234268 0.90144049
 0.89992418 0.89234268 0.89234268 0.88931008 0.90295679 0.89158453
 0.88779378]"
gsm,punctuation_50,gemma-3-12b-it,5,"[0.91660349 0.91584534 0.91736164 0.91887794 0.92115239 0.91887794
 0.91660349 0.92039424 0.91736164 0.92039424 0.92191054 0.92494314
 0.92342684 0.92418499 0.92039424 0.91736164 0.91660349 0.91281274
 0.91584534 0.91053829 0.91129644]"
gsm,punctuation_50,gemma-3-12b-it,10,"[0.92191054 0.91660349 0.92039424 0.92266869 0.92266869 0.92115239
 0.92115239 0.92418499 0.92418499 0.92191054 0.92039424 0.92191054
 0.92115239 0.92266869 0.92039424 0.91736164]"
gsm,punctuation_50,gemma-3-12b-it,15,"[0.92342684 0.92494314 0.92115239 0.92494314 0.92721759 0.92494314
 0.92115239 0.92266869 0.91963609 0.91963609 0.92039424]"
gsm,punctuation_50,gemma-3-12b-it,20,[0.92266869 0.92115239 0.92266869 0.92342684 0.92191054 0.92115239]
gsm,punctuation_50,gemma-3-12b-it,25,[0.92266869]
math,punctuation_50,gemma-3-12b-it,1,"[0.61 0.57 0.63 0.6  0.6  0.59 0.56 0.58 0.57 0.56 0.59 0.61 0.63 0.61
 0.6  0.54 0.66 0.61 0.59 0.57 0.57 0.63 0.58 0.59 0.62]"
math,punctuation_50,gemma-3-12b-it,5,"[0.65 0.6  0.61 0.59 0.63 0.62 0.6  0.62 0.64 0.61 0.64 0.63 0.67 0.6
 0.63 0.6  0.64 0.64 0.62 0.61 0.61]"
math,punctuation_50,gemma-3-12b-it,10,"[0.64 0.61 0.64 0.63 0.63 0.63 0.62 0.64 0.65 0.63 0.65 0.64 0.65 0.64
 0.63 0.63]"
math,punctuation_50,gemma-3-12b-it,15,[0.65 0.61 0.63 0.63 0.63 0.63 0.62 0.63 0.66 0.64 0.66]
math,punctuation_50,gemma-3-12b-it,20,[0.65 0.6  0.64 0.64 0.64 0.63]
math,punctuation_50,gemma-3-12b-it,25,[0.65]
mmlu,punctuation_50,gemma-3-12b-it,1,"[0.82436261 0.82341832 0.83380548 0.82436261 0.82341832 0.84230406
 0.82625118 0.82908404 0.82625118 0.8319169  0.83002833 0.82436261
 0.83286119 0.84041549 0.83097262 0.82813975 0.8177526  0.82436261
 0.83097262 0.83286119 0.83097262 0.82341832 0.82436261 0.83474976
 0.83852691]"
mmlu,punctuation_50,gemma-3-12b-it,5,"[0.8470255  0.85080264 0.85080264 0.85174693 0.85080264 0.85930123
 0.85174693 0.84891407 0.85080264 0.85363551 0.85552408 0.85363551
 0.84985836 0.85363551 0.84513692 0.83852691 0.84324835 0.85080264
 0.85363551 0.84891407 0.85741265]"
mmlu,punctuation_50,gemma-3-12b-it,10,"[0.85457979 0.85552408 0.86024551 0.85835694 0.85835694 0.85741265
 0.85363551 0.85457979 0.85646837 0.85741265 0.85835694 0.85457979
 0.85741265 0.85552408 0.85269122 0.84891407]"
mmlu,punctuation_50,gemma-3-12b-it,15,"[0.86307838 0.86402266 0.8611898  0.85835694 0.86213409 0.8611898
 0.85930123 0.85835694 0.85363551 0.8611898  0.85930123]"
mmlu,punctuation_50,gemma-3-12b-it,20,[0.85741265 0.86024551 0.8611898  0.85835694 0.85835694 0.85930123]
mmlu,punctuation_50,gemma-3-12b-it,25,[0.86024551]
multiarith,punctuation_50,gemma-3-12b-it,1,"[0.97222222 0.95555556 0.95555556 0.94444444 0.94444444 0.96111111
 0.93888889 0.93888889 0.97222222 0.94444444 0.92777778 0.96111111
 0.94444444 0.97222222 0.95       0.93888889 0.95555556 0.92777778
 0.93888889 0.94444444 0.94444444 0.96111111 0.93888889 0.95
 0.95555556]"
multiarith,punctuation_50,gemma-3-12b-it,5,"[0.97222222 0.96666667 0.96111111 0.96111111 0.96666667 0.96111111
 0.94444444 0.97222222 0.97222222 0.96111111 0.96666667 0.97222222
 0.96111111 0.96111111 0.94444444 0.95555556 0.95       0.94444444
 0.95       0.96111111 0.95555556]"
multiarith,punctuation_50,gemma-3-12b-it,10,"[0.97222222 0.96666667 0.96111111 0.96666667 0.96111111 0.97777778
 0.96666667 0.95555556 0.98333333 0.95555556 0.95555556 0.96111111
 0.96666667 0.95555556 0.96111111 0.96666667]"
multiarith,punctuation_50,gemma-3-12b-it,15,"[0.97222222 0.97777778 0.97777778 0.97777778 0.97222222 0.96666667
 0.96111111 0.96666667 0.96666667 0.96666667 0.96666667]"
multiarith,punctuation_50,gemma-3-12b-it,20,[0.97222222 0.97222222 0.97222222 0.96666667 0.97777778 0.96666667]
multiarith,punctuation_50,gemma-3-12b-it,25,[0.96666667]
gsm,punctuation_50,gemma-3-4b-it,1,"[0.81122062 0.80742987 0.80439727 0.80363912 0.80288097 0.78620167
 0.80439727 0.79681577 0.80515542 0.79833207 0.79454132 0.80136467
 0.79605762 0.80591357 0.80060652 0.80742987 0.81425322 0.80742987
 0.80742987 0.80288097 0.80667172 0.79302502 0.81122062 0.81349507
 0.80212282]"
gsm,punctuation_50,gemma-3-4b-it,5,"[0.85898408 0.85443518 0.85519333 0.84533738 0.84988628 0.84988628
 0.85216073 0.84912813 0.85670963 0.85443518 0.86050038 0.86050038
 0.86201668 0.86050038 0.86125853 0.85898408 0.86050038 0.85595148
 0.86277483 0.86504928 0.86808188]"
gsm,punctuation_50,gemma-3-4b-it,10,"[0.86884003 0.86504928 0.86808188 0.86580743 0.86732373 0.86125853
 0.86429113 0.86732373 0.86504928 0.87187263 0.87414708 0.87566338
 0.86959818 0.87111448 0.87263078 0.87414708]"
gsm,punctuation_50,gemma-3-4b-it,15,"[0.87187263 0.86959818 0.87263078 0.86732373 0.86884003 0.86656558
 0.87111448 0.87187263 0.87263078 0.87642153 0.87717968]"
gsm,punctuation_50,gemma-3-4b-it,20,[0.87338893 0.87111448 0.87566338 0.87642153 0.87263078 0.87035633]
gsm,punctuation_50,gemma-3-4b-it,25,[0.87642153]
math,punctuation_50,gemma-3-4b-it,1,"[0.46 0.42 0.41 0.42 0.48 0.47 0.44 0.44 0.47 0.46 0.51 0.43 0.51 0.43
 0.48 0.43 0.45 0.46 0.47 0.47 0.46 0.47 0.48 0.46 0.48]"
math,punctuation_50,gemma-3-4b-it,5,"[0.5  0.56 0.55 0.55 0.56 0.55 0.55 0.56 0.57 0.56 0.54 0.51 0.55 0.53
 0.56 0.56 0.58 0.56 0.58 0.56 0.59]"
math,punctuation_50,gemma-3-4b-it,10,"[0.56 0.55 0.53 0.56 0.55 0.56 0.56 0.58 0.57 0.59 0.59 0.56 0.56 0.57
 0.58 0.6 ]"
math,punctuation_50,gemma-3-4b-it,15,[0.56 0.56 0.56 0.58 0.58 0.61 0.59 0.62 0.6  0.59 0.59]
math,punctuation_50,gemma-3-4b-it,20,[0.58 0.59 0.57 0.59 0.59 0.58]
math,punctuation_50,gemma-3-4b-it,25,[0.59]
mmlu,punctuation_50,gemma-3-4b-it,1,"[0.73371105 0.71199245 0.700661   0.70254958 0.70349386 0.70443815
 0.69688385 0.69877243 0.7223796  0.70349386 0.69782814 0.71293673
 0.70443815 0.70349386 0.69499528 0.70632672 0.71199245 0.70727101
 0.7082153  0.71860246 0.71199245 0.69971671 0.7082153  0.71388102
 0.70915958]"
mmlu,punctuation_50,gemma-3-4b-it,5,"[0.75826251 0.74881964 0.7374882  0.73559962 0.73276676 0.73087819
 0.74126534 0.74409821 0.74315392 0.74032106 0.72898961 0.73465534
 0.74032106 0.74315392 0.74126534 0.75070822 0.75637394 0.7374882
 0.74787535 0.75542965 0.74881964]"
mmlu,punctuation_50,gemma-3-4b-it,10,"[0.75259679 0.75070822 0.74881964 0.7374882  0.74409821 0.74409821
 0.75070822 0.74032106 0.76015109 0.75070822 0.74881964 0.75259679
 0.75731822 0.75731822 0.76109537 0.76298395]"
mmlu,punctuation_50,gemma-3-4b-it,15,"[0.75731822 0.75259679 0.75259679 0.74881964 0.75448536 0.75259679
 0.75731822 0.7592068  0.76487252 0.75448536 0.75731822]"
mmlu,punctuation_50,gemma-3-4b-it,20,[0.7592068  0.76109537 0.76109537 0.75259679 0.76015109 0.75637394]
mmlu,punctuation_50,gemma-3-4b-it,25,[0.7592068]
multiarith,punctuation_50,gemma-3-4b-it,1,"[0.92777778 0.93333333 0.91666667 0.93888889 0.92222222 0.91666667
 0.92222222 0.92222222 0.95       0.91666667 0.91666667 0.92222222
 0.95555556 0.91666667 0.92777778 0.93888889 0.93888889 0.92222222
 0.93333333 0.92222222 0.94444444 0.95       0.93888889 0.92222222
 0.94444444]"
multiarith,punctuation_50,gemma-3-4b-it,5,"[0.95       0.95555556 0.94444444 0.94444444 0.95       0.95
 0.95555556 0.96111111 0.95555556 0.96111111 0.95555556 0.95555556
 0.95       0.95       0.94444444 0.95       0.96111111 0.95555556
 0.95       0.96111111 0.95555556]"
multiarith,punctuation_50,gemma-3-4b-it,10,"[0.95       0.95555556 0.95555556 0.95555556 0.95555556 0.95555556
 0.95555556 0.95555556 0.95555556 0.95555556 0.95555556 0.95555556
 0.95555556 0.95555556 0.95555556 0.95555556]"
multiarith,punctuation_50,gemma-3-4b-it,15,"[0.95555556 0.95555556 0.95555556 0.95555556 0.95555556 0.95555556
 0.95555556 0.95555556 0.95555556 0.96111111 0.95555556]"
multiarith,punctuation_50,gemma-3-4b-it,20,[0.95555556 0.95555556 0.95555556 0.95555556 0.95555556 0.95555556]
multiarith,punctuation_50,gemma-3-4b-it,25,[0.95555556]
gsm,punctuation_50,Llama-3.1-8B-Instruct,1,"[0.6233871  0.61370968 0.60645161 0.61774194 0.60403226 0.61290323
 0.63064516 0.61370968 0.61854839 0.61532258 0.62741935 0.61693548
 0.61048387 0.58225806 0.60806452 0.60887097 0.61612903 0.60967742
 0.62822581 0.61532258 0.6233871  0.61693548 0.60403226 0.62258065
 0.59596774]"
gsm,punctuation_50,Llama-3.1-8B-Instruct,5,"[0.74758065 0.73870968 0.75645161 0.75645161 0.75080645 0.76209677
 0.75322581 0.77258065 0.75322581 0.73709677 0.74677419 0.73629032
 0.72580645 0.72983871 0.73064516 0.74274194 0.775      0.75
 0.75403226 0.77096774 0.75967742]"
gsm,punctuation_50,Llama-3.1-8B-Instruct,10,"[0.83951613 0.83709677 0.83709677 0.84274194 0.82983871 0.82983871
 0.83145161 0.83145161 0.83225806 0.83548387 0.83306452 0.82580645
 0.82822581 0.83306452 0.83629032 0.84274194]"
gsm,punctuation_50,Llama-3.1-8B-Instruct,15,"[0.85887097 0.86129032 0.85725806 0.85725806 0.85645161 0.86129032
 0.85806452 0.85564516 0.85241935 0.8516129  0.85      ]"
gsm,punctuation_50,Llama-3.1-8B-Instruct,20,[0.86370968 0.86774194 0.86612903 0.87016129 0.86774194 0.86451613]
gsm,punctuation_50,Llama-3.1-8B-Instruct,25,[0.8733871]
math,punctuation_50,Llama-3.1-8B-Instruct,1,"[0.23 0.17 0.23 0.21 0.22 0.24 0.19 0.17 0.2  0.21 0.23 0.21 0.18 0.14
 0.15 0.19 0.2  0.18 0.26 0.25 0.2  0.15 0.21 0.2  0.26]"
math,punctuation_50,Llama-3.1-8B-Instruct,5,"[0.36 0.29 0.31 0.31 0.33 0.3  0.3  0.25 0.3  0.31 0.32 0.31 0.25 0.24
 0.34 0.35 0.32 0.32 0.32 0.32 0.32]"
math,punctuation_50,Llama-3.1-8B-Instruct,10,"[0.37 0.36 0.39 0.38 0.38 0.38 0.37 0.37 0.43 0.41 0.4  0.42 0.36 0.38
 0.4  0.38]"
math,punctuation_50,Llama-3.1-8B-Instruct,15,[0.39 0.38 0.4  0.39 0.42 0.42 0.41 0.41 0.44 0.42 0.4 ]
math,punctuation_50,Llama-3.1-8B-Instruct,20,[0.39 0.39 0.41 0.41 0.43 0.43]
math,punctuation_50,Llama-3.1-8B-Instruct,25,[0.41]
mmlu,punctuation_50,Llama-3.1-8B-Instruct,1,"[0.4523135  0.46553352 0.45042493 0.46081209 0.44192635 0.45609065
 0.46270066 0.44853636 0.45797923 0.44475921 0.45797923 0.45325779
 0.4230406  0.45514636 0.44570349 0.42776204 0.46364495 0.44853636
 0.43342776 0.48253069 0.45042493 0.4230406  0.4523135  0.44853636
 0.46175637]"
mmlu,punctuation_50,Llama-3.1-8B-Instruct,5,"[0.54107649 0.56090652 0.55901794 0.55901794 0.55524079 0.56090652
 0.56468366 0.54579792 0.5476865  0.54390935 0.55146364 0.54202077
 0.5401322  0.55901794 0.55429651 0.54957507 0.58168083 0.54485364
 0.53729934 0.55712937 0.54863078]"
mmlu,punctuation_50,Llama-3.1-8B-Instruct,10,"[0.598678   0.60339943 0.61189802 0.60623229 0.60151086 0.59678942
 0.598678   0.5911237  0.59962229 0.60056657 0.59678942 0.59301228
 0.57979226 0.59395656 0.58734655 0.598678  ]"
mmlu,punctuation_50,Llama-3.1-8B-Instruct,15,"[0.61189802 0.61567517 0.60151086 0.62511804 0.61378659 0.62417375
 0.61945231 0.60812087 0.60056657 0.60151086 0.60339943]"
mmlu,punctuation_50,Llama-3.1-8B-Instruct,20,[0.62700661 0.62322946 0.61945231 0.62134089 0.61473088 0.61945231]
mmlu,punctuation_50,Llama-3.1-8B-Instruct,25,[0.62417375]
multiarith,punctuation_50,Llama-3.1-8B-Instruct,1,"[0.72222222 0.76666667 0.72777778 0.78333333 0.80555556 0.76666667
 0.72222222 0.70555556 0.76111111 0.76111111 0.76666667 0.73888889
 0.77222222 0.77222222 0.72777778 0.78333333 0.78888889 0.73888889
 0.75555556 0.72777778 0.78888889 0.73888889 0.71111111 0.76666667
 0.73333333]"
multiarith,punctuation_50,Llama-3.1-8B-Instruct,5,"[0.86111111 0.92777778 0.88888889 0.90555556 0.91111111 0.91111111
 0.89444444 0.90555556 0.9        0.90555556 0.9        0.90555556
 0.9        0.88333333 0.88333333 0.86666667 0.86666667 0.88888889
 0.90555556 0.86666667 0.86666667]"
multiarith,punctuation_50,Llama-3.1-8B-Instruct,10,"[0.93888889 0.93333333 0.93333333 0.93333333 0.93333333 0.92777778
 0.92222222 0.92777778 0.92222222 0.93333333 0.92777778 0.91666667
 0.91111111 0.93333333 0.91111111 0.90555556]"
multiarith,punctuation_50,Llama-3.1-8B-Instruct,15,"[0.94444444 0.93333333 0.93333333 0.93333333 0.93333333 0.93333333
 0.92777778 0.92777778 0.93333333 0.93333333 0.92777778]"
multiarith,punctuation_50,Llama-3.1-8B-Instruct,20,[0.93888889 0.93333333 0.93333333 0.93888889 0.93888889 0.93888889]
multiarith,punctuation_50,Llama-3.1-8B-Instruct,25,[0.93333333]
gsm,punctuation_50,Mistral-7B-Instruct-v0.3,1,"[0.33358605 0.32752085 0.3206975  0.33813495 0.3328279  0.3328279
 0.37149356 0.35329795 0.34723275 0.33206975 0.3146323  0.35026535
 0.32752085 0.3343442  0.3313116  0.3191812  0.33358605 0.35178165
 0.3661865  0.313116   0.33661865 0.33661865 0.35026535 0.3495072
 0.3555724 ]"
gsm,punctuation_50,Mistral-7B-Instruct-v0.3,5,"[0.40409401 0.42532221 0.39727066 0.42532221 0.44882487 0.42456406
 0.43972707 0.43593632 0.44048522 0.41774071 0.41319181 0.43669447
 0.45868082 0.46322972 0.46171342 0.45261562 0.43290371 0.42228961
 0.43896892 0.41015921 0.44048522]"
gsm,punctuation_50,Mistral-7B-Instruct-v0.3,10,"[0.53373768 0.52539803 0.53828658 0.54283548 0.54207733 0.54131918
 0.54131918 0.54662623 0.53980288 0.53146323 0.53222138 0.54131918
 0.53980288 0.53373768 0.53601213 0.54283548]"
gsm,punctuation_50,Mistral-7B-Instruct-v0.3,15,"[0.57695224 0.57771039 0.57467779 0.57543594 0.57619409 0.58225929
 0.58529189 0.58984079 0.59135709 0.58150114 0.58074299]"
gsm,punctuation_50,Mistral-7B-Instruct-v0.3,20,[0.60500379 0.60197119 0.60727824 0.60803639 0.60879454 0.61106899]
gsm,punctuation_50,Mistral-7B-Instruct-v0.3,25,[0.61789234]
math,punctuation_50,Mistral-7B-Instruct-v0.3,1,"[0.04 0.06 0.03 0.03 0.03 0.04 0.03 0.04 0.02 0.08 0.12 0.05 0.07 0.03
 0.07 0.06 0.04 0.03 0.04 0.07 0.02 0.07 0.04 0.07 0.05]"
math,punctuation_50,Mistral-7B-Instruct-v0.3,5,"[0.05 0.05 0.03 0.03 0.06 0.07 0.07 0.07 0.09 0.13 0.13 0.06 0.09 0.05
 0.1  0.06 0.05 0.05 0.08 0.06 0.06]"
math,punctuation_50,Mistral-7B-Instruct-v0.3,10,"[0.06 0.06 0.08 0.09 0.1  0.08 0.1  0.1  0.11 0.15 0.14 0.07 0.11 0.1
 0.14 0.12]"
math,punctuation_50,Mistral-7B-Instruct-v0.3,15,[0.1  0.09 0.08 0.09 0.1  0.11 0.12 0.13 0.11 0.15 0.15]
math,punctuation_50,Mistral-7B-Instruct-v0.3,20,[0.09 0.09 0.1  0.11 0.1  0.13]
math,punctuation_50,Mistral-7B-Instruct-v0.3,25,[0.1]
mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,1,"[0.36355052 0.3578848  0.33994334 0.34372049 0.35505194 0.3286119
 0.35221907 0.35316336 0.35410765 0.35221907 0.35694051 0.3503305
 0.3503305  0.3578848  0.33994334 0.3503305  0.35599622 0.33522191
 0.3578848  0.35505194 0.32766761 0.34844193 0.3427762  0.36827195
 0.35221907]"
mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,5,"[0.40793201 0.39754485 0.37299339 0.39093484 0.39848914 0.37865911
 0.39660057 0.38621341 0.39848914 0.39093484 0.40698772 0.4088763
 0.40415486 0.39754485 0.39848914 0.39282342 0.39471199 0.38810198
 0.38999056 0.37865911 0.39376771]"
mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,10,"[0.4088763  0.41076487 0.41076487 0.40982059 0.4088763  0.41548631
 0.42398489 0.4230406  0.4381492  0.42776204 0.42020774 0.41831917
 0.40793201 0.40982059 0.401322   0.41454202]"
mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,15,"[0.42020774 0.42398489 0.41737488 0.42870633 0.44475921 0.42492918
 0.42870633 0.41454202 0.42398489 0.42492918 0.4230406 ]"
mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,20,[0.42209632 0.41737488 0.42492918 0.41831917 0.41454202 0.42020774]
mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,25,[0.42587347]
multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,1,"[0.61666667 0.67222222 0.62777778 0.67222222 0.58888889 0.62777778
 0.61666667 0.56666667 0.59444444 0.67222222 0.58888889 0.62222222
 0.59444444 0.53888889 0.62777778 0.65555556 0.61666667 0.62777778
 0.61111111 0.62222222 0.60555556 0.63888889 0.63333333 0.68333333
 0.58888889]"
multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,5,"[0.84444444 0.84444444 0.81666667 0.8        0.80555556 0.83888889
 0.85555556 0.85       0.83888889 0.79444444 0.81666667 0.79444444
 0.81111111 0.82777778 0.84444444 0.86111111 0.83888889 0.85
 0.82222222 0.85       0.83333333]"
multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,10,"[0.90555556 0.88888889 0.90555556 0.9        0.9        0.91111111
 0.90555556 0.88888889 0.88888889 0.88333333 0.91666667 0.9
 0.88888889 0.91111111 0.91666667 0.92777778]"
multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,15,"[0.91111111 0.91111111 0.92777778 0.92222222 0.93333333 0.93333333
 0.94444444 0.92222222 0.92222222 0.92222222 0.93333333]"
multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,20,[0.93888889 0.93888889 0.93888889 0.94444444 0.93888889 0.93333333]
multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,25,[0.93888889]
gsm,punctuation_50,Qwen3-14B,1,"[0.86808188 0.85595148 0.86050038 0.86959818 0.85443518 0.85443518
 0.86125853 0.86353298 0.86125853 0.86732373 0.85746778 0.86732373
 0.86353298 0.86504928 0.86580743 0.87490523 0.86504928 0.85974223
 0.86504928 0.86656558 0.86656558 0.85291888 0.86277483 0.85746778
 0.85519333]"
gsm,punctuation_50,Qwen3-14B,5,"[0.91811979 0.91584534 0.92191054 0.91963609 0.91357089 0.91129644
 0.90978014 0.91887794 0.92115239 0.92191054 0.92494314 0.92191054
 0.92115239 0.91811979 0.91736164 0.91963609 0.91432904 0.91660349
 0.91811979 0.91963609 0.91432904]"
gsm,punctuation_50,Qwen3-14B,10,"[0.92873389 0.92873389 0.92645944 0.92721759 0.92418499 0.92797574
 0.92873389 0.92645944 0.93025019 0.92873389 0.92873389 0.93100834
 0.93328279 0.93025019 0.93025019 0.92721759]"
gsm,punctuation_50,Qwen3-14B,15,"[0.93479909 0.93555724 0.93252464 0.93100834 0.93176649 0.93025019
 0.92949204 0.93100834 0.93252464 0.93176649 0.93404094]"
gsm,punctuation_50,Qwen3-14B,20,[0.93555724 0.93479909 0.93176649 0.93025019 0.93404094 0.93404094]
gsm,punctuation_50,Qwen3-14B,25,[0.93404094]
math,punctuation_50,Qwen3-14B,1,"[0.45 0.48 0.49 0.49 0.41 0.44 0.43 0.53 0.5  0.54 0.48 0.49 0.5  0.49
 0.48 0.45 0.47 0.5  0.46 0.52 0.48 0.46 0.5  0.43 0.45]"
math,punctuation_50,Qwen3-14B,5,"[0.56 0.55 0.55 0.56 0.55 0.57 0.57 0.6  0.6  0.61 0.58 0.57 0.58 0.55
 0.55 0.52 0.57 0.56 0.55 0.59 0.57]"
math,punctuation_50,Qwen3-14B,10,"[0.62 0.61 0.62 0.64 0.66 0.63 0.62 0.64 0.65 0.64 0.65 0.65 0.64 0.62
 0.61 0.59]"
math,punctuation_50,Qwen3-14B,15,[0.67 0.66 0.67 0.68 0.68 0.66 0.65 0.67 0.66 0.66 0.67]
math,punctuation_50,Qwen3-14B,20,[0.7  0.68 0.69 0.69 0.69 0.66]
math,punctuation_50,Qwen3-14B,25,[0.7]
mmlu,punctuation_50,Qwen3-14B,1,"[0.79886686 0.80736544 0.79603399 0.802644   0.80830973 0.80547686
 0.80075543 0.79320113 0.81491974 0.81303116 0.79036827 0.80736544
 0.81303116 0.79131256 0.79981114 0.802644   0.79603399 0.80453258
 0.80925401 0.81208687 0.80830973 0.80547686 0.79508971 0.81114259
 0.81114259]"
mmlu,punctuation_50,Qwen3-14B,5,"[0.82247403 0.82152975 0.82341832 0.8177526  0.8177526  0.8177526
 0.81964117 0.81680831 0.82247403 0.82436261 0.82247403 0.82530689
 0.82436261 0.82813975 0.83002833 0.82530689 0.82341832 0.83474976
 0.82719547 0.81869688 0.82152975]"
mmlu,punctuation_50,Qwen3-14B,10,"[0.82247403 0.82247403 0.81869688 0.81964117 0.81869688 0.82719547
 0.82247403 0.8177526  0.82436261 0.82813975 0.82625118 0.8319169
 0.82719547 0.82813975 0.82908404 0.82341832]"
mmlu,punctuation_50,Qwen3-14B,15,"[0.82341832 0.82152975 0.81869688 0.81964117 0.82436261 0.82530689
 0.82247403 0.82625118 0.82530689 0.82719547 0.81964117]"
mmlu,punctuation_50,Qwen3-14B,20,[0.82719547 0.82530689 0.8177526  0.81869688 0.82341832 0.82436261]
mmlu,punctuation_50,Qwen3-14B,25,[0.82058546]
multiarith,punctuation_50,Qwen3-14B,1,"[0.95555556 0.96111111 0.96111111 0.97777778 0.97222222 0.97222222
 0.96666667 0.95       0.96111111 0.96666667 0.94444444 0.95555556
 0.96666667 0.96111111 0.98888889 0.98333333 0.94444444 0.97777778
 0.97222222 0.97777778 0.96111111 0.97222222 0.95       0.96666667
 0.96111111]"
multiarith,punctuation_50,Qwen3-14B,5,"[0.98888889 0.98888889 0.98888889 0.98888889 0.98888889 0.99444444
 0.98888889 0.97777778 0.97777778 0.97777778 0.97777778 0.99444444
 0.99444444 1.         1.         0.99444444 0.99444444 0.98888889
 0.98333333 0.98333333 0.98888889]"
multiarith,punctuation_50,Qwen3-14B,10,"[0.99444444 0.99444444 0.98888889 0.99444444 0.98888889 0.99444444
 1.         0.98888889 0.99444444 0.99444444 0.99444444 0.99444444
 1.         0.98888889 1.         0.99444444]"
multiarith,punctuation_50,Qwen3-14B,15,"[0.99444444 0.99444444 0.99444444 1.         0.99444444 0.99444444
 0.99444444 0.98888889 0.98888889 0.98888889 0.98888889]"
